komoditas,kualitas,tanggal,harga,tahun,bulan,minggu,hari_ke,lag_1,lag_7,mean_7,mean_14,delta_7
Cabai Merah,Cabai Merah Besar,2023-07-28,33.5,2023,7,30,1303,33.5,31.75,32.42857142857143,33.30357142857143,1.75
Cabai Merah,Cabai Merah Besar,2023-07-31,32.75,2023,7,31,1306,33.5,31.0,32.67857142857143,33.017857142857146,2.5
Cabai Merah,Cabai Merah Besar,2023-08-01,32.25,2023,8,31,1307,32.75,32.75,32.92857142857143,32.767857142857146,0.0
Cabai Merah,Cabai Merah Besar,2023-08-02,32.75,2023,8,31,1308,32.25,32.25,32.857142857142854,32.589285714285715,0.0
Cabai Merah,Cabai Merah Besar,2023-08-03,34.0,2023,8,31,1309,32.75,32.25,32.92857142857143,32.535714285714285,0.5
Cabai Merah,Cabai Merah Besar,2023-08-04,34.0,2023,8,31,1310,34.0,33.5,33.17857142857143,32.57142857142857,0.5
Cabai Merah,Cabai Merah Besar,2023-08-07,34.5,2023,8,32,1313,34.0,33.5,33.25,32.714285714285715,0.5
Cabai Merah,Cabai Merah Besar,2023-08-08,33.75,2023,8,32,1314,34.5,33.5,33.392857142857146,32.910714285714285,1.0
Cabai Merah,Cabai Merah Besar,2023-08-09,33.25,2023,8,32,1315,33.75,32.75,33.42857142857143,33.05357142857143,1.0
Cabai Merah,Cabai Merah Besar,2023-08-10,33.25,2023,8,32,1316,33.25,32.25,33.5,33.214285714285715,1.0
Cabai Merah,Cabai Merah Besar,2023-08-11,33.0,2023,8,32,1317,33.25,32.75,33.642857142857146,33.25,0.5
Cabai Merah,Cabai Merah Besar,2023-08-14,34.75,2023,8,33,1320,33.0,34.0,33.67857142857143,33.30357142857143,-1.0
Cabai Merah,Cabai Merah Besar,2023-08-15,36.0,2023,8,33,1321,34.75,34.0,33.785714285714285,33.482142857142854,0.75
Cabai Merah,Cabai Merah Besar,2023-08-16,37.25,2023,8,33,1322,36.0,34.5,34.07142857142857,33.660714285714285,1.5
Cabai Merah,Cabai Merah Besar,2023-08-17,37.25,2023,8,33,1323,37.25,33.75,34.464285714285715,33.92857142857143,3.5
Cabai Merah,Cabai Merah Besar,2023-08-18,38.5,2023,8,33,1324,37.25,33.25,34.964285714285715,34.19642857142857,4.0
Cabai Merah,Cabai Merah Besar,2023-08-21,39.75,2023,8,34,1327,38.5,33.25,35.714285714285715,34.607142857142854,5.25
Cabai Merah,Cabai Merah Besar,2023-08-22,39.75,2023,8,34,1328,39.75,33.0,36.642857142857146,35.142857142857146,6.75
Cabai Merah,Cabai Merah Besar,2023-08-23,42.75,2023,8,34,1329,39.75,34.75,37.607142857142854,35.642857142857146,5.0
Cabai Merah,Cabai Merah Besar,2023-08-24,42.75,2023,8,34,1330,42.75,36.0,38.75,36.267857142857146,6.75
Cabai Merah,Cabai Merah Besar,2023-08-25,44.5,2023,8,34,1331,42.75,37.25,39.714285714285715,36.892857142857146,5.5
Cabai Merah,Cabai Merah Besar,2023-08-28,45.75,2023,8,35,1334,44.5,37.25,40.75,37.607142857142854,7.25
Cabai Merah,Cabai Merah Besar,2023-08-29,45.75,2023,8,35,1335,45.75,38.5,41.964285714285715,38.464285714285715,7.25
Cabai Merah,Cabai Merah Besar,2023-08-30,44.0,2023,8,35,1336,45.75,39.75,43.0,39.357142857142854,6.0
Cabai Merah,Cabai Merah Besar,2023-08-31,42.75,2023,8,35,1337,44.0,39.75,43.607142857142854,40.125,4.25
Cabai Merah,Cabai Merah Besar,2023-09-01,42.75,2023,9,35,1338,42.75,42.75,44.035714285714285,40.82142857142857,0.0
Cabai Merah,Cabai Merah Besar,2023-09-04,37.0,2023,9,36,1341,42.75,42.75,44.035714285714285,41.392857142857146,0.0
Cabai Merah,Cabai Merah Besar,2023-09-05,34.75,2023,9,36,1342,37.0,44.5,43.214285714285715,41.464285714285715,-7.5
Cabai Merah,Cabai Merah Besar,2023-09-06,33.0,2023,9,36,1343,34.75,45.75,41.82142857142857,41.285714285714285,-11.0
Cabai Merah,Cabai Merah Besar,2023-09-07,33.0,2023,9,36,1344,33.0,45.75,40.0,40.982142857142854,-12.75
Cabai Merah,Cabai Merah Besar,2023-09-08,32.0,2023,9,36,1345,33.0,44.0,38.17857142857143,40.589285714285715,-11.0
Cabai Merah,Cabai Merah Besar,2023-09-11,32.0,2023,9,37,1348,32.0,42.75,36.464285714285715,40.035714285714285,-10.75
Cabai Merah,Cabai Merah Besar,2023-09-12,31.25,2023,9,37,1349,32.0,42.75,34.92857142857143,39.482142857142854,-10.75
Cabai Merah,Cabai Merah Besar,2023-09-13,30.75,2023,9,37,1350,31.25,37.0,33.285714285714285,38.660714285714285,-5.75
Cabai Merah,Cabai Merah Besar,2023-09-14,30.75,2023,9,37,1351,30.75,34.75,32.392857142857146,37.80357142857143,-4.0
Cabai Merah,Cabai Merah Besar,2023-09-15,30.75,2023,9,37,1352,30.75,33.0,31.821428571428573,36.82142857142857,-2.25
Cabai Merah,Cabai Merah Besar,2023-09-18,28.5,2023,9,38,1355,30.75,33.0,31.5,35.75,-2.25
Cabai Merah,Cabai Merah Besar,2023-09-19,27.5,2023,9,38,1356,28.5,32.0,30.857142857142858,34.517857142857146,-3.5
Cabai Merah,Cabai Merah Besar,2023-09-20,27.5,2023,9,38,1357,27.5,32.0,30.214285714285715,33.339285714285715,-4.5
Cabai Merah,Cabai Merah Besar,2023-09-21,30.0,2023,9,38,1358,27.5,31.25,29.571428571428573,32.25,-3.75
Cabai Merah,Cabai Merah Besar,2023-09-22,31.0,2023,9,38,1359,30.0,30.75,29.392857142857142,31.339285714285715,-0.75
Cabai Merah,Cabai Merah Besar,2023-09-25,36.5,2023,9,39,1362,31.0,30.75,29.428571428571427,30.910714285714285,0.25
Cabai Merah,Cabai Merah Besar,2023-09-26,37.0,2023,9,39,1363,36.5,30.75,30.25,31.035714285714285,5.75
Cabai Merah,Cabai Merah Besar,2023-09-27,37.0,2023,9,39,1364,37.0,28.5,31.142857142857142,31.321428571428573,8.5
Cabai Merah,Cabai Merah Besar,2023-09-28,37.0,2023,9,39,1365,37.0,27.5,32.357142857142854,31.607142857142858,9.5
Cabai Merah,Cabai Merah Besar,2023-09-29,37.75,2023,9,39,1366,37.0,27.5,33.714285714285715,31.964285714285715,9.5
Cabai Merah,Cabai Merah Besar,2023-10-02,41.0,2023,10,40,1369,37.75,30.0,35.17857142857143,32.375,7.75
Cabai Merah,Cabai Merah Besar,2023-10-03,41.0,2023,10,40,1370,41.0,31.0,36.75,33.07142857142857,10.0
Cabai Merah,Cabai Merah Besar,2023-10-04,41.0,2023,10,40,1371,41.0,36.5,38.17857142857143,33.80357142857143,4.5
Cabai Merah,Cabai Merah Besar,2023-10-05,41.0,2023,10,40,1372,41.0,37.0,38.82142857142857,34.535714285714285,4.0
Cabai Merah,Cabai Merah Besar,2023-10-06,41.0,2023,10,40,1373,41.0,37.0,39.392857142857146,35.267857142857146,4.0
Cabai Merah,Cabai Merah Besar,2023-10-09,39.25,2023,10,41,1376,41.0,37.0,39.964285714285715,36.160714285714285,4.0
Cabai Merah,Cabai Merah Besar,2023-10-10,37.25,2023,10,41,1377,39.25,37.75,40.285714285714285,37.0,1.5
Cabai Merah,Cabai Merah Besar,2023-10-11,35.75,2023,10,41,1378,37.25,41.0,40.214285714285715,37.69642857142857,-3.75
Cabai Merah,Cabai Merah Besar,2023-10-12,35.5,2023,10,41,1379,35.75,41.0,39.464285714285715,38.107142857142854,-5.25
Cabai Merah,Cabai Merah Besar,2023-10-13,35.25,2023,10,41,1380,35.5,41.0,38.67857142857143,38.42857142857143,-5.5
Cabai Merah,Cabai Merah Besar,2023-10-16,36.5,2023,10,42,1383,35.25,41.0,37.857142857142854,38.339285714285715,-5.75
Cabai Merah,Cabai Merah Besar,2023-10-17,36.5,2023,10,42,1384,36.5,41.0,37.214285714285715,38.30357142857143,-4.5
Cabai Merah,Cabai Merah Besar,2023-10-18,36.5,2023,10,42,1385,36.5,39.25,36.57142857142857,38.267857142857146,-2.75
Cabai Merah,Cabai Merah Besar,2023-10-19,36.5,2023,10,42,1386,36.5,37.25,36.17857142857143,38.232142857142854,-0.75
Cabai Merah,Cabai Merah Besar,2023-10-20,36.5,2023,10,42,1387,36.5,35.75,36.07142857142857,38.142857142857146,0.75
Cabai Merah,Cabai Merah Besar,2023-10-23,36.0,2023,10,43,1390,36.5,35.5,36.17857142857143,37.82142857142857,1.0
Cabai Merah,Cabai Merah Besar,2023-10-24,36.0,2023,10,43,1391,36.0,35.25,36.25,37.464285714285715,0.75
Cabai Merah,Cabai Merah Besar,2023-10-25,38.25,2023,10,43,1392,36.0,36.5,36.357142857142854,37.107142857142854,-0.5
Cabai Merah,Cabai Merah Besar,2023-10-26,38.25,2023,10,43,1393,38.25,36.5,36.607142857142854,36.910714285714285,1.75
Cabai Merah,Cabai Merah Besar,2023-10-27,38.25,2023,10,43,1394,38.25,36.5,36.857142857142854,36.714285714285715,1.75
Cabai Merah,Cabai Merah Besar,2023-10-30,40.5,2023,10,44,1397,38.25,36.5,37.107142857142854,36.642857142857146,1.75
Cabai Merah,Cabai Merah Besar,2023-10-31,40.5,2023,10,44,1398,40.5,36.5,37.67857142857143,36.875,4.0
Cabai Merah,Cabai Merah Besar,2023-11-01,41.0,2023,11,44,1399,40.5,36.0,38.25,37.214285714285715,4.5
Cabai Merah,Cabai Merah Besar,2023-11-02,41.0,2023,11,44,1400,41.0,36.0,38.964285714285715,37.607142857142854,5.0
Cabai Merah,Cabai Merah Besar,2023-11-03,44.0,2023,11,44,1401,41.0,38.25,39.67857142857143,38.017857142857146,2.75
Cabai Merah,Cabai Merah Besar,2023-11-06,54.0,2023,11,45,1404,44.0,38.25,40.5,38.55357142857143,5.75
Cabai Merah,Cabai Merah Besar,2023-11-07,56.25,2023,11,45,1405,54.0,38.25,42.75,39.80357142857143,15.75
Cabai Merah,Cabai Merah Besar,2023-11-08,56.25,2023,11,45,1406,56.25,40.5,45.32142857142857,41.214285714285715,15.75
Cabai Merah,Cabai Merah Besar,2023-11-09,60.0,2023,11,45,1407,56.25,40.5,47.57142857142857,42.625,15.75
Cabai Merah,Cabai Merah Besar,2023-11-10,60.0,2023,11,45,1408,60.0,41.0,50.357142857142854,44.30357142857143,19.0
Cabai Merah,Cabai Merah Besar,2023-11-13,60.0,2023,11,46,1411,60.0,41.0,53.07142857142857,46.017857142857146,19.0
Cabai Merah,Cabai Merah Besar,2023-11-14,60.0,2023,11,46,1412,60.0,44.0,55.785714285714285,47.732142857142854,16.0
Cabai Merah,Cabai Merah Besar,2023-11-15,60.0,2023,11,46,1413,60.0,54.0,58.07142857142857,49.285714285714285,6.0
Cabai Merah,Cabai Merah Besar,2023-11-16,60.0,2023,11,46,1414,60.0,56.25,58.92857142857143,50.839285714285715,3.75
Cabai Merah,Cabai Merah Besar,2023-11-17,60.0,2023,11,46,1415,60.0,56.25,59.464285714285715,52.392857142857146,3.75
Cabai Merah,Cabai Merah Besar,2023-11-20,67.0,2023,11,47,1418,60.0,60.0,60.0,53.785714285714285,0.0
Cabai Merah,Cabai Merah Besar,2023-11-21,67.5,2023,11,47,1419,67.0,60.0,61.0,55.67857142857143,7.0
Cabai Merah,Cabai Merah Besar,2023-11-22,67.5,2023,11,47,1420,67.5,60.0,62.07142857142857,57.57142857142857,7.5
Cabai Merah,Cabai Merah Besar,2023-11-23,68.75,2023,11,47,1421,67.5,60.0,63.142857142857146,59.464285714285715,7.5
Cabai Merah,Cabai Merah Besar,2023-11-24,68.75,2023,11,47,1422,68.75,60.0,64.39285714285714,61.232142857142854,8.75
Cabai Merah,Cabai Merah Besar,2023-11-27,71.25,2023,11,48,1425,68.75,60.0,65.64285714285714,62.285714285714285,8.75
Cabai Merah,Cabai Merah Besar,2023-11-28,71.25,2023,11,48,1426,71.25,60.0,67.25,63.357142857142854,11.25
Cabai Merah,Cabai Merah Besar,2023-11-29,76.25,2023,11,48,1427,71.25,67.0,68.85714285714286,64.42857142857143,4.25
Cabai Merah,Cabai Merah Besar,2023-11-30,83.25,2023,11,48,1428,76.25,67.5,70.17857142857143,65.58928571428571,8.75
Cabai Merah,Cabai Merah Besar,2023-12-01,85.0,2023,12,48,1429,83.25,67.5,72.42857142857143,67.25,15.75
Cabai Merah,Cabai Merah Besar,2023-12-04,88.75,2023,12,49,1432,85.0,68.75,74.92857142857143,69.03571428571429,16.25
Cabai Merah,Cabai Merah Besar,2023-12-05,88.75,2023,12,49,1433,88.75,68.75,77.78571428571429,71.08928571428571,20.0
Cabai Merah,Cabai Merah Besar,2023-12-06,95.75,2023,12,49,1434,88.75,71.25,80.64285714285714,73.14285714285714,17.5
Cabai Merah,Cabai Merah Besar,2023-12-07,98.25,2023,12,49,1435,95.75,71.25,84.14285714285714,75.69642857142857,24.5
Cabai Merah,Cabai Merah Besar,2023-12-08,98.75,2023,12,49,1436,98.25,76.25,88.0,78.42857142857143,22.0
Cabai Merah,Cabai Merah Besar,2023-12-11,88.75,2023,12,50,1439,98.75,83.25,91.21428571428571,80.69642857142857,15.5
Cabai Merah,Cabai Merah Besar,2023-12-12,88.75,2023,12,50,1440,88.75,85.0,92.0,82.21428571428571,3.75
Cabai Merah,Cabai Merah Besar,2023-12-13,83.75,2023,12,50,1441,88.75,88.75,92.53571428571429,83.73214285714286,0.0
Cabai Merah,Cabai Merah Besar,2023-12-14,81.25,2023,12,50,1442,83.75,88.75,91.82142857142857,84.80357142857143,-5.0
Cabai Merah,Cabai Merah Besar,2023-12-15,78.25,2023,12,50,1443,81.25,95.75,90.75,85.69642857142857,-14.5
Cabai Merah,Cabai Merah Besar,2023-12-18,70.75,2023,12,51,1446,78.25,98.25,88.25,86.19642857142857,-20.0
Cabai Merah,Cabai Merah Besar,2023-12-19,67.0,2023,12,51,1447,70.75,98.75,84.32142857142857,86.16071428571429,-28.0
Cabai Merah,Cabai Merah Besar,2023-12-20,67.0,2023,12,51,1448,67.0,88.75,79.78571428571429,85.5,-21.75
Cabai Merah,Cabai Merah Besar,2023-12-21,64.5,2023,12,51,1449,67.0,88.75,76.67857142857143,84.33928571428571,-21.75
Cabai Merah,Cabai Merah Besar,2023-12-22,64.5,2023,12,51,1450,64.5,83.75,73.21428571428571,82.875,-19.25
Cabai Merah,Cabai Merah Besar,2023-12-27,62.5,2023,12,52,1455,64.5,81.25,70.46428571428571,81.14285714285714,-16.75
Cabai Merah,Cabai Merah Besar,2023-12-28,61.75,2023,12,52,1456,62.5,78.25,67.78571428571429,79.26785714285714,-15.75
Cabai Merah,Cabai Merah Besar,2023-12-29,60.5,2023,12,52,1457,61.75,70.75,65.42857142857143,76.83928571428571,-9.0
Cabai Merah,Cabai Merah Besar,2024-01-01,60.5,2024,1,1,1460,60.5,67.0,63.964285714285715,74.14285714285714,-6.5
Cabai Merah,Cabai Merah Besar,2024-01-02,63.75,2024,1,1,1461,60.5,67.0,63.035714285714285,71.41071428571429,-6.5
Cabai Merah,Cabai Merah Besar,2024-01-03,63.75,2024,1,1,1462,63.75,64.5,62.57142857142857,69.625,-0.75
Cabai Merah,Cabai Merah Besar,2024-01-04,65.0,2024,1,1,1463,63.75,64.5,62.464285714285715,67.83928571428571,-0.75
Cabai Merah,Cabai Merah Besar,2024-01-05,66.25,2024,1,1,1464,65.0,62.5,62.535714285714285,66.5,2.5
Cabai Merah,Cabai Merah Besar,2024-01-08,61.25,2024,1,2,1467,66.25,61.75,63.07142857142857,65.42857142857143,4.5
Cabai Merah,Cabai Merah Besar,2024-01-09,60.0,2024,1,2,1468,61.25,60.5,63.0,64.21428571428571,0.75
Cabai Merah,Cabai Merah Besar,2024-01-10,60.0,2024,1,2,1469,60.0,60.5,62.92857142857143,63.44642857142857,-0.5
Cabai Merah,Cabai Merah Besar,2024-01-11,62.0,2024,1,2,1470,60.0,63.75,62.857142857142854,62.94642857142857,-3.75
Cabai Merah,Cabai Merah Besar,2024-01-12,62.5,2024,1,2,1471,62.0,63.75,62.607142857142854,62.589285714285715,-1.75
Cabai Merah,Cabai Merah Besar,2024-01-15,62.5,2024,1,3,1474,62.5,65.0,62.42857142857143,62.44642857142857,-2.5
Cabai Merah,Cabai Merah Besar,2024-01-16,62.5,2024,1,3,1475,62.5,66.25,62.07142857142857,62.30357142857143,-3.75
Cabai Merah,Cabai Merah Besar,2024-01-17,62.5,2024,1,3,1476,62.5,61.25,61.535714285714285,62.30357142857143,1.25
Cabai Merah,Cabai Merah Besar,2024-01-18,62.5,2024,1,3,1477,62.5,60.0,61.714285714285715,62.357142857142854,2.5
Cabai Merah,Cabai Merah Besar,2024-01-19,61.75,2024,1,3,1478,62.5,60.0,62.07142857142857,62.5,2.5
Cabai Merah,Cabai Merah Besar,2024-01-22,68.25,2024,1,4,1481,61.75,62.0,62.32142857142857,62.589285714285715,-0.25
Cabai Merah,Cabai Merah Besar,2024-01-23,69.5,2024,1,4,1482,68.25,62.5,63.214285714285715,62.910714285714285,5.75
Cabai Merah,Cabai Merah Besar,2024-01-24,73.25,2024,1,4,1483,69.5,62.5,64.21428571428571,63.32142857142857,7.0
Cabai Merah,Cabai Merah Besar,2024-01-25,73.25,2024,1,4,1484,73.25,62.5,65.75,63.910714285714285,10.75
Cabai Merah,Cabai Merah Besar,2024-01-26,78.25,2024,1,4,1485,73.25,62.5,67.28571428571429,64.41071428571429,10.75
Cabai Merah,Cabai Merah Besar,2024-01-29,76.25,2024,1,5,1488,78.25,62.5,69.53571428571429,65.625,15.75
Cabai Merah,Cabai Merah Besar,2024-01-30,75.0,2024,1,5,1489,76.25,61.75,71.5,66.78571428571429,14.5
Cabai Merah,Cabai Merah Besar,2024-01-31,75.0,2024,1,5,1490,75.0,68.25,73.39285714285714,67.85714285714286,6.75
Cabai Merah,Cabai Merah Besar,2024-02-01,75.0,2024,2,5,1491,75.0,69.5,74.35714285714286,68.78571428571429,5.5
Cabai Merah,Cabai Merah Besar,2024-02-02,75.0,2024,2,5,1492,75.0,73.25,75.14285714285714,69.67857142857143,1.75
Cabai Merah,Cabai Merah Besar,2024-02-05,78.75,2024,2,6,1495,75.0,73.25,75.39285714285714,70.57142857142857,1.75
Cabai Merah,Cabai Merah Besar,2024-02-06,80.0,2024,2,6,1496,78.75,78.25,76.17857142857143,71.73214285714286,0.5
Cabai Merah,Cabai Merah Besar,2024-02-07,81.25,2024,2,6,1497,80.0,76.25,76.42857142857143,72.98214285714286,3.75
Cabai Merah,Cabai Merah Besar,2024-02-08,81.25,2024,2,6,1498,81.25,75.0,77.14285714285714,74.32142857142857,6.25
Cabai Merah,Cabai Merah Besar,2024-02-09,81.25,2024,2,6,1499,81.25,75.0,78.03571428571429,75.71428571428571,6.25
Cabai Merah,Cabai Merah Besar,2024-02-12,74.5,2024,2,7,1502,81.25,75.0,78.92857142857143,76.64285714285714,6.25
Cabai Merah,Cabai Merah Besar,2024-02-13,74.5,2024,2,7,1503,74.5,75.0,78.85714285714286,77.0,-0.5
Cabai Merah,Cabai Merah Besar,2024-02-14,74.5,2024,2,7,1504,74.5,78.75,78.78571428571429,77.08928571428571,-4.25
Cabai Merah,Cabai Merah Besar,2024-02-15,74.0,2024,2,7,1505,74.5,80.0,78.17857142857143,77.17857142857143,-5.5
Cabai Merah,Cabai Merah Besar,2024-02-16,85.0,2024,2,7,1506,74.0,81.25,77.32142857142857,76.875,-7.25
Cabai Merah,Cabai Merah Besar,2024-02-19,83.75,2024,2,8,1509,85.0,81.25,77.85714285714286,77.5,3.75
Cabai Merah,Cabai Merah Besar,2024-02-20,82.5,2024,2,8,1510,83.75,81.25,78.21428571428571,78.125,2.5
Cabai Merah,Cabai Merah Besar,2024-02-21,86.25,2024,2,8,1511,82.5,74.5,78.39285714285714,78.66071428571429,8.0
Cabai Merah,Cabai Merah Besar,2024-02-22,92.5,2024,2,8,1512,86.25,74.5,80.07142857142857,79.46428571428571,11.75
Cabai Merah,Cabai Merah Besar,2024-02-23,97.0,2024,2,8,1513,92.5,74.5,82.64285714285714,80.71428571428571,18.0
Cabai Merah,Cabai Merah Besar,2024-02-26,97.5,2024,2,9,1516,97.0,74.0,85.85714285714286,82.01785714285714,23.0
Cabai Merah,Cabai Merah Besar,2024-02-27,97.5,2024,2,9,1517,97.5,85.0,89.21428571428571,83.26785714285714,12.5
Cabai Merah,Cabai Merah Besar,2024-02-28,97.5,2024,2,9,1518,97.5,83.75,91.0,84.42857142857143,13.75
Cabai Merah,Cabai Merah Besar,2024-02-29,91.25,2024,2,9,1519,97.5,82.5,92.96428571428571,85.58928571428571,15.0
Cabai Merah,Cabai Merah Besar,2024-03-01,90.0,2024,3,9,1520,91.25,86.25,94.21428571428571,86.30357142857143,5.0
Cabai Merah,Cabai Merah Besar,2024-03-04,78.75,2024,3,10,1523,90.0,92.5,94.75,87.41071428571429,-2.5
Cabai Merah,Cabai Merah Besar,2024-03-05,75.0,2024,3,10,1524,78.75,97.0,92.78571428571429,87.71428571428571,-18.25
Cabai Merah,Cabai Merah Besar,2024-03-06,75.0,2024,3,10,1525,75.0,97.5,89.64285714285714,87.75,-22.5
Cabai Merah,Cabai Merah Besar,2024-03-07,75.0,2024,3,10,1526,75.0,97.5,86.42857142857143,87.82142857142857,-22.5
Cabai Merah,Cabai Merah Besar,2024-03-08,74.25,2024,3,10,1527,75.0,97.5,83.21428571428571,87.10714285714286,-22.5
Cabai Merah,Cabai Merah Besar,2024-03-11,74.25,2024,3,11,1530,74.25,91.25,79.89285714285714,86.42857142857143,-17.0
Cabai Merah,Cabai Merah Besar,2024-03-12,74.25,2024,3,11,1531,74.25,90.0,77.46428571428571,85.83928571428571,-15.75
Cabai Merah,Cabai Merah Besar,2024-03-13,86.25,2024,3,11,1532,74.25,78.75,75.21428571428571,84.98214285714286,-4.5
Cabai Merah,Cabai Merah Besar,2024-03-14,86.25,2024,3,11,1533,86.25,75.0,76.28571428571429,84.53571428571429,11.25
Cabai Merah,Cabai Merah Besar,2024-03-15,80.0,2024,3,11,1534,86.25,75.0,77.89285714285714,83.76785714285714,11.25
Cabai Merah,Cabai Merah Besar,2024-03-18,62.5,2024,3,12,1537,80.0,75.0,78.60714285714286,82.51785714285714,5.0
Cabai Merah,Cabai Merah Besar,2024-03-19,52.75,2024,3,12,1538,62.5,74.25,76.82142857142857,80.01785714285714,-11.75
Cabai Merah,Cabai Merah Besar,2024-03-20,47.0,2024,3,12,1539,52.75,74.25,73.75,76.82142857142857,-21.5
Cabai Merah,Cabai Merah Besar,2024-03-21,46.25,2024,3,12,1540,47.0,74.25,69.85714285714286,73.66071428571429,-27.25
Cabai Merah,Cabai Merah Besar,2024-03-22,44.0,2024,3,12,1541,46.25,86.25,65.85714285714286,70.53571428571429,-40.0
Cabai Merah,Cabai Merah Besar,2024-03-25,40.75,2024,3,13,1544,44.0,86.25,59.82142857142857,68.05357142857143,-42.25
Cabai Merah,Cabai Merah Besar,2024-03-26,39.5,2024,3,13,1545,40.75,80.0,53.32142857142857,65.60714285714286,-39.25
Cabai Merah,Cabai Merah Besar,2024-03-27,39.5,2024,3,13,1546,39.5,62.5,47.535714285714285,63.07142857142857,-23.0
Cabai Merah,Cabai Merah Besar,2024-03-28,42.0,2024,3,13,1547,39.5,52.75,44.25,60.535714285714285,-13.25
Cabai Merah,Cabai Merah Besar,2024-03-29,42.0,2024,3,13,1548,42.0,47.0,42.714285714285715,58.232142857142854,-5.0
Cabai Merah,Cabai Merah Besar,2024-04-01,43.75,2024,4,14,1551,42.0,46.25,42.0,55.92857142857143,-4.25
Cabai Merah,Cabai Merah Besar,2024-04-02,44.5,2024,4,14,1552,43.75,44.0,41.642857142857146,53.75,-0.25
Cabai Merah,Cabai Merah Besar,2024-04-03,44.5,2024,4,14,1553,44.5,40.75,41.714285714285715,50.767857142857146,3.75
Cabai Merah,Cabai Merah Besar,2024-04-04,47.5,2024,4,14,1554,44.5,39.5,42.25,47.785714285714285,5.0
Cabai Merah,Cabai Merah Besar,2024-04-05,51.25,2024,4,14,1555,47.5,39.5,43.392857142857146,45.464285714285715,8.0
Cabai Merah,Cabai Merah Besar,2024-04-08,51.25,2024,4,15,1558,51.25,42.0,45.07142857142857,44.660714285714285,9.25
Cabai Merah,Cabai Merah Besar,2024-04-09,51.25,2024,4,15,1559,51.25,42.0,46.392857142857146,44.55357142857143,9.25
Cabai Merah,Cabai Merah Besar,2024-04-10,51.25,2024,4,15,1560,51.25,43.75,47.714285714285715,44.857142857142854,7.5
Cabai Merah,Cabai Merah Besar,2024-04-11,51.25,2024,4,15,1561,51.25,44.5,48.785714285714285,45.214285714285715,6.75
Cabai Merah,Cabai Merah Besar,2024-04-15,51.25,2024,4,16,1565,51.25,44.5,49.75,45.732142857142854,6.75
Cabai Merah,Cabai Merah Besar,2024-04-16,45.0,2024,4,16,1566,51.25,47.5,50.714285714285715,46.482142857142854,3.75
Cabai Merah,Cabai Merah Besar,2024-04-17,43.75,2024,4,16,1567,45.0,51.25,50.357142857142854,46.875,-6.25
Cabai Merah,Cabai Merah Besar,2024-04-18,43.0,2024,4,16,1568,43.75,51.25,49.285714285714285,47.17857142857143,-7.5
Cabai Merah,Cabai Merah Besar,2024-04-19,41.75,2024,4,16,1569,43.0,51.25,48.107142857142854,47.25,-8.25
Cabai Merah,Cabai Merah Besar,2024-04-22,43.75,2024,4,17,1572,41.75,51.25,46.75,47.232142857142854,-9.5
Cabai Merah,Cabai Merah Besar,2024-04-23,45.0,2024,4,17,1573,43.75,51.25,45.67857142857143,47.232142857142854,-7.5
Cabai Merah,Cabai Merah Besar,2024-04-24,48.75,2024,4,17,1574,45.0,51.25,44.785714285714285,47.267857142857146,-6.25
Cabai Merah,Cabai Merah Besar,2024-04-25,52.0,2024,4,17,1575,48.75,45.0,44.42857142857143,47.57142857142857,3.75
Cabai Merah,Cabai Merah Besar,2024-04-26,57.25,2024,4,17,1576,52.0,43.75,45.42857142857143,47.892857142857146,8.25
Cabai Merah,Cabai Merah Besar,2024-04-29,62.5,2024,4,18,1579,57.25,43.0,47.357142857142854,48.32142857142857,14.25
Cabai Merah,Cabai Merah Besar,2024-04-30,66.25,2024,4,18,1580,62.5,41.75,50.142857142857146,49.125,20.75
Cabai Merah,Cabai Merah Besar,2024-05-01,66.25,2024,5,18,1581,66.25,43.75,53.642857142857146,50.19642857142857,22.5
Cabai Merah,Cabai Merah Besar,2024-05-02,64.0,2024,5,18,1582,66.25,45.0,56.857142857142854,51.267857142857146,21.25
Cabai Merah,Cabai Merah Besar,2024-05-03,64.0,2024,5,18,1583,64.0,48.75,59.57142857142857,52.17857142857143,15.25
Cabai Merah,Cabai Merah Besar,2024-05-06,60.0,2024,5,19,1586,64.0,52.0,61.75,53.089285714285715,12.0
Cabai Merah,Cabai Merah Besar,2024-05-07,60.0,2024,5,19,1587,60.0,57.25,62.892857142857146,54.160714285714285,2.75
Cabai Merah,Cabai Merah Besar,2024-05-08,55.0,2024,5,19,1588,60.0,62.5,63.285714285714285,55.32142857142857,-2.5
Cabai Merah,Cabai Merah Besar,2024-05-09,55.0,2024,5,19,1589,55.0,66.25,62.214285714285715,56.17857142857143,-11.25
Cabai Merah,Cabai Merah Besar,2024-05-10,55.0,2024,5,19,1590,55.0,66.25,60.607142857142854,57.125,-11.25
Cabai Merah,Cabai Merah Besar,2024-05-13,48.25,2024,5,20,1593,55.0,64.0,59.0,57.92857142857143,-9.0
Cabai Merah,Cabai Merah Besar,2024-05-14,47.5,2024,5,20,1594,48.25,64.0,56.75,58.160714285714285,-15.75
Cabai Merah,Cabai Merah Besar,2024-05-15,45.75,2024,5,20,1595,47.5,60.0,54.392857142857146,58.07142857142857,-12.5
Cabai Merah,Cabai Merah Besar,2024-05-16,45.75,2024,5,20,1596,45.75,60.0,52.357142857142854,57.625,-14.25
